name,k_optimal,k_solved,millis,verified,recursive_steps
biology-n_35-m_315-p_0.75-18,15,15,499,true,103041
biology-n_42-m_297-p_0.5-23,21,21,10251,true,1574894
biology-n_42-m_297-p_0.75-23,19,19,16549,true,2880422
biology-n_49-m_689-p_0.9-14,19,19,4447,true,848944
biology-n_59-m_624-p_0.75-1,26,26,3871,true,946576
blogs-n_200,25,25,4,true,1
GD-n_80-m_232.mtx,20,20,2,true,170
openflights-n_300,37,37,2,true,0
temporalGraph-n_700,26,26,4,true,0
ucsocial-n_200,24,24,1,true,0
usairport-n_200,29,29,2,true,5
synth-n_100-m_305-k_20-p_0.05.txt,10,10,179,true,23328
synth-n_100-m_319-k_15-p_0.05.txt,9,9,4,true,228
synth-n_100-m_568-k_10-p_0.1.txt,10,10,32,true,186
synth-n_120-m_1530-k_10-p_0.2.txt,10,10,140,true,1
synth-n_120-m_455-k_15-p_0.05.txt,10,10,204,true,14473
synth-n_140-m_1070-k_10-p_0.1.txt,10,10,89,true,11
synth-n_160-m_731-k_10-p_0.05.txt,10,10,100,true,1700
synth-n_180-m_3481-k_10-p_0.2.txt,10,10,497,true,1
synth-n_180-m_902-k_10-p_0.05.txt,10,10,23,true,35
synth-n_200-m_1075-k_10-p_0.05.txt,10,10,56,true,153
synth-n_225-m_1390-k_10-p_0.05.txt,10,10,142,true,93
synth-n_250-m_1694-k_10-p_0.05.txt,10,10,253,true,76
synth-n_275-m_2051-k_10-p_0.05.txt,10,10,112,true,2
synth-n_300-m_2418-k_10-p_0.05.txt,10,10,386,true,2
synth-n_300-m_4844-k_10-p_0.1.txt,10,10,1757,true,1
synth-n_300-m_9436-k_10-p_0.2.txt,10,10,2584,true,1
synth-n_50-m_357-k_20-p_0.2.txt,20,20,48270,true,8135571
synth-n_60-m_243-k_25-p_0.1.txt,14,14,5141,true,693426
synth-n_60-m_271-k_20-p_0.1.txt,15,15,47851,true,5762809
synth-n_60-m_468-k_15-p_0.2.txt,15,15,18743,true,2214154
synth-n_80-m_818-k_15-p_0.2.txt,15,15,1311,true,97427
