name,k_optimal,k_solved,millis,verified
synth-n_30-m_117-k_10-p_0.2.txt,7,7,1,true
synth-n_30-m_25-k_2-p_0.05.txt,0,0,0,true
synth-n_30-m_28-k_4-p_0.05.txt,2,2,0,true
synth-n_30-m_28-k_6-p_0.05.txt,1,1,0,true
synth-n_30-m_28-k_8-p_0.05.txt,1,1,0,true
synth-n_30-m_35-k_10-p_0.05.txt,0,0,0,true
synth-n_30-m_55-k_4-p_0.1.txt,2,2,0,true
synth-n_30-m_58-k_6-p_0.1.txt,2,2,0,true
synth-n_30-m_60-k_2-p_0.1.txt,1,1,0,true
synth-n_30-m_64-k_8-p_0.1.txt,3,3,0,true
synth-n_30-m_73-k_10-p_0.1.txt,4,4,1,true
synth-n_30-m_97-k_2-p_0.2.txt,2,2,0,true
synth-n_30-m_99-k_4-p_0.2.txt,3,3,0,true
synth-n_300-m_10263-k_30-p_0.2.txt,30,30,5222,true
synth-n_300-m_2234-k_4-p_0.05.txt,4,4,15,true
synth-n_300-m_2261-k_2-p_0.05.txt,2,2,16,true
synth-n_300-m_2382-k_6-p_0.05.txt,6,6,16,true
synth-n_300-m_2418-k_10-p_0.05.txt,10,10,393,true
synth-n_300-m_2429-k_8-p_0.05.txt,8,8,367,true
synth-n_300-m_2479-k_15-p_0.05.txt,15,15,1054,true
synth-n_300-m_2480-k_20-p_0.05.txt,20,20,58859,true
synth-n_300-m_2495-k_25-p_0.05.txt,25,0,180000,false
synth-n_300-m_2561-k_30-p_0.05.txt,30,0,180000,false
synth-n_300-m_4553-k_2-p_0.1.txt,2,2,27,true
synth-n_300-m_4565-k_4-p_0.1.txt,4,4,538,true
synth-n_300-m_4664-k_6-p_0.1.txt,6,6,29,true
synth-n_300-m_4762-k_8-p_0.1.txt,8,8,1077,true
synth-n_300-m_4844-k_10-p_0.1.txt,10,10,1800,true
synth-n_300-m_4893-k_15-p_0.1.txt,15,15,2076,true
synth-n_300-m_5040-k_20-p_0.1.txt,20,20,28193,true
synth-n_300-m_5040-k_25-p_0.1.txt,25,0,180000,false
synth-n_300-m_5197-k_30-p_0.1.txt,30,0,180000,false
synth-n_300-m_8966-k_2-p_0.2.txt,2,2,43,true
synth-n_300-m_9050-k_4-p_0.2.txt,4,4,1047,true
synth-n_300-m_9125-k_6-p_0.2.txt,6,6,1808,true
synth-n_300-m_9325-k_8-p_0.2.txt,8,8,2225,true
synth-n_300-m_9436-k_10-p_0.2.txt,10,10,2662,true
synth-n_300-m_9694-k_15-p_0.2.txt,15,15,3502,true
synth-n_300-m_9819-k_20-p_0.2.txt,20,20,4251,true
synth-n_300-m_9999-k_25-p_0.2.txt,25,25,4664,true
synth-n_40-m_112-k_8-p_0.1.txt,6,6,0,true
synth-n_40-m_114-k_10-p_0.1.txt,6,6,1,true
synth-n_40-m_114-k_15-p_0.1.txt,6,6,0,true
synth-n_40-m_176-k_2-p_0.2.txt,2,2,0,true
synth-n_40-m_185-k_4-p_0.2.txt,4,4,2,true
synth-n_40-m_192-k_10-p_0.2.txt,10,10,48,true
synth-n_40-m_192-k_15-p_0.2.txt,13,13,288,true
synth-n_40-m_194-k_6-p_0.2.txt,5,5,3,true
synth-n_40-m_203-k_8-p_0.2.txt,7,7,4,true
synth-n_40-m_36-k_2-p_0.05.txt,0,0,0,true
synth-n_40-m_47-k_6-p_0.05.txt,0,0,0,true
synth-n_40-m_50-k_4-p_0.05.txt,1,1,0,true
synth-n_40-m_58-k_15-p_0.05.txt,1,1,0,true
synth-n_40-m_61-k_8-p_0.05.txt,1,1,0,true
synth-n_40-m_62-k_10-p_0.05.txt,3,3,0,true
synth-n_40-m_88-k_4-p_0.1.txt,3,3,0,true
synth-n_40-m_92-k_2-p_0.1.txt,2,2,0,true
synth-n_40-m_95-k_6-p_0.1.txt,4,4,0,true
synth-n_50-m_139-k_2-p_0.1.txt,2,2,0,true
synth-n_50-m_139-k_4-p_0.1.txt,2,2,1,true
synth-n_50-m_154-k_8-p_0.1.txt,6,6,1,true
synth-n_50-m_159-k_10-p_0.1.txt,8,8,7,true
synth-n_50-m_169-k_6-p_0.1.txt,6,6,1,true
synth-n_50-m_192-k_20-p_0.1.txt,11,11,210,true
synth-n_50-m_195-k_15-p_0.1.txt,8,8,5,true
synth-n_50-m_275-k_2-p_0.2.txt,2,2,0,true
synth-n_50-m_278-k_4-p_0.2.txt,4,4,3,true
synth-n_50-m_302-k_6-p_0.2.txt,6,6,6,true
synth-n_50-m_320-k_15-p_0.2.txt,14,14,628,true
synth-n_50-m_327-k_10-p_0.2.txt,10,10,46,true
synth-n_50-m_334-k_8-p_0.2.txt,8,8,6,true
synth-n_50-m_357-k_20-p_0.2.txt,20,20,49658,true
synth-n_50-m_66-k_2-p_0.05.txt,1,1,0,true
synth-n_50-m_70-k_4-p_0.05.txt,0,0,0,true
synth-n_50-m_71-k_8-p_0.05.txt,2,2,0,true
synth-n_50-m_81-k_10-p_0.05.txt,3,3,0,true
synth-n_50-m_90-k_20-p_0.05.txt,2,2,0,true
synth-n_50-m_91-k_6-p_0.05.txt,1,1,0,true
synth-n_50-m_97-k_15-p_0.05.txt,4,4,0,true
synth-n_60-m_110-k_2-p_0.05.txt,1,1,0,true
synth-n_60-m_114-k_6-p_0.05.txt,2,2,0,true
synth-n_60-m_121-k_10-p_0.05.txt,3,3,0,true
synth-n_60-m_122-k_15-p_0.05.txt,5,5,1,true
synth-n_60-m_124-k_25-p_0.05.txt,6,6,1,true
synth-n_60-m_126-k_8-p_0.05.txt,4,4,0,true
synth-n_60-m_134-k_20-p_0.05.txt,5,5,0,true
synth-n_60-m_196-k_2-p_0.1.txt,2,2,0,true
synth-n_60-m_196-k_4-p_0.1.txt,4,4,0,true
synth-n_60-m_207-k_8-p_0.1.txt,8,8,2,true
synth-n_60-m_211-k_10-p_0.1.txt,7,7,7,true
synth-n_60-m_222-k_6-p_0.1.txt,5,5,0,true
synth-n_60-m_226-k_15-p_0.1.txt,10,10,76,true
synth-n_60-m_243-k_25-p_0.1.txt,14,14,5350,true
synth-n_60-m_271-k_20-p_0.1.txt,15,15,49607,true
synth-n_60-m_380-k_2-p_0.2.txt,2,2,0,true
synth-n_60-m_386-k_4-p_0.2.txt,4,4,3,true
synth-n_60-m_428-k_8-p_0.2.txt,8,8,16,true
synth-n_60-m_437-k_10-p_0.2.txt,10,10,52,true
synth-n_60-m_442-k_6-p_0.2.txt,6,6,11,true
synth-n_60-m_463-k_20-p_0.2.txt,20,0,180000,false
synth-n_60-m_468-k_15-p_0.2.txt,15,15,19493,true
synth-n_60-m_520-k_25-p_0.2.txt,25,0,180000,false
synth-n_60-m_94-k_4-p_0.05.txt,1,1,0,true
synth-n_70-m_125-k_4-p_0.05.txt,0,0,0,true
synth-n_70-m_135-k_8-p_0.05.txt,3,3,0,true
synth-n_70-m_156-k_10-p_0.05.txt,4,4,0,true
synth-n_70-m_156-k_2-p_0.05.txt,0,0,0,true
synth-n_70-m_157-k_6-p_0.05.txt,4,4,0,true
synth-n_70-m_159-k_15-p_0.05.txt,4,4,0,true
synth-n_70-m_167-k_20-p_0.05.txt,8,8,9,true
synth-n_70-m_180-k_25-p_0.05.txt,7,7,4,true
synth-n_70-m_191-k_30-p_0.05.txt,10,10,12,true
synth-n_70-m_258-k_2-p_0.1.txt,2,2,0,true
synth-n_70-m_274-k_4-p_0.1.txt,4,4,0,true
synth-n_70-m_303-k_8-p_0.1.txt,8,8,9,true
synth-n_70-m_304-k_6-p_0.1.txt,6,6,5,true
synth-n_70-m_308-k_10-p_0.1.txt,9,9,35,true
synth-n_70-m_312-k_20-p_0.1.txt,16,16,60931,true
synth-n_70-m_328-k_15-p_0.1.txt,12,12,408,true
synth-n_70-m_342-k_30-p_0.1.txt,19,0,180000,false
synth-n_70-m_347-k_25-p_0.1.txt,18,0,180000,false
synth-n_70-m_494-k_2-p_0.2.txt,2,2,1,true
synth-n_70-m_538-k_4-p_0.2.txt,4,4,14,true
synth-n_70-m_553-k_8-p_0.2.txt,8,8,12,true
synth-n_70-m_560-k_10-p_0.2.txt,10,10,32,true
synth-n_70-m_591-k_6-p_0.2.txt,6,6,17,true
synth-n_70-m_626-k_15-p_0.2.txt,15,15,10953,true
synth-n_70-m_644-k_25-p_0.2.txt,23,0,180000,false
synth-n_70-m_645-k_20-p_0.2.txt,20,0,180000,false
synth-n_70-m_702-k_30-p_0.2.txt,28,0,180000,false
synth-n_80-m_167-k_2-p_0.05.txt,0,0,0,true
synth-n_80-m_169-k_10-p_0.05.txt,6,6,1,true
synth-n_80-m_170-k_4-p_0.05.txt,0,0,0,true
synth-n_80-m_186-k_8-p_0.05.txt,3,3,0,true
synth-n_80-m_189-k_15-p_0.05.txt,6,6,0,true
synth-n_80-m_193-k_6-p_0.05.txt,4,4,1,true
synth-n_80-m_214-k_20-p_0.05.txt,10,10,19,true
synth-n_80-m_222-k_30-p_0.05.txt,12,12,151,true
synth-n_80-m_226-k_25-p_0.05.txt,7,7,2,true
synth-n_80-m_305-k_2-p_0.1.txt,1,1,1,true
synth-n_80-m_319-k_4-p_0.1.txt,3,3,0,true
synth-n_80-m_343-k_10-p_0.1.txt,9,9,14,true
synth-n_80-m_350-k_6-p_0.1.txt,5,5,4,true
synth-n_80-m_369-k_8-p_0.1.txt,7,7,1,true
synth-n_80-m_400-k_15-p_0.1.txt,14,14,3934,true
synth-n_80-m_402-k_20-p_0.1.txt,16,16,66393,true
synth-n_80-m_444-k_25-p_0.1.txt,20,0,180000,false
synth-n_80-m_483-k_30-p_0.1.txt,25,0,180000,false
synth-n_80-m_636-k_4-p_0.2.txt,4,4,21,true
synth-n_80-m_667-k_2-p_0.2.txt,2,2,1,true
synth-n_80-m_690-k_6-p_0.2.txt,6,6,28,true
synth-n_80-m_700-k_8-p_0.2.txt,8,8,30,true
synth-n_80-m_753-k_10-p_0.2.txt,10,10,29,true
synth-n_80-m_780-k_20-p_0.2.txt,20,0,180000,false
synth-n_80-m_818-k_15-p_0.2.txt,15,15,1391,true
synth-n_80-m_837-k_30-p_0.2.txt,30,0,180000,false
synth-n_80-m_854-k_25-p_0.2.txt,25,0,180000,false
synth-n_90-m_1018-k_20-p_0.2.txt,20,0,180000,false
synth-n_90-m_1019-k_15-p_0.2.txt,15,15,4624,true
synth-n_90-m_1054-k_25-p_0.2.txt,25,0,180000,false
synth-n_90-m_1075-k_30-p_0.2.txt,30,0,180000,false
synth-n_90-m_188-k_2-p_0.05.txt,0,0,0,true
synth-n_90-m_214-k_8-p_0.05.txt,7,7,1,true
synth-n_90-m_216-k_4-p_0.05.txt,3,3,0,true
synth-n_90-m_239-k_6-p_0.05.txt,4,4,0,true
synth-n_90-m_248-k_10-p_0.05.txt,7,7,16,true
